paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type,source_reference,aspect_ratio,log_diameter,is_swcnn,is_cvd,temp_normalized,has_catalyst,has_carbon_source,volume_fraction_est
REAL_0462,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,455.6,9,Not Reported/ Can not calculate,,,,5965.9090909091,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER,15186.666666666666,1.4771212691961448,0,0,0.0,0,0,0.01
REAL_0463,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,455.6,6,Not Reported/ Can not calculate,,,,10937.5,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER,15186.666666666666,1.4771212691961448,0,0,0.0,0,0,0.006666666666666666
REAL_0464,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,30.0,455.6,14,Not Reported/ Can not calculate,,,,12209.3023255813,,,Unaligned multiwall CNTs,Real,MWCNT,2010_TUNING ELECTRICAL AND THERMAL CONNECTIVITY IN MULTIWALLED CARBON NANOTUBE BUCKYPAPER,15186.666666666666,1.4771212691961448,0,0,0.0,0,0,0.015555555555555555
REAL_0469,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,30.0,455.6,5,Forest derived,,,,40000.0,0.0756,,Aligned Multiwall CNTs,Real,MWCNT,2011 Anisotropic carbon nanotube papers fabricated from multiwalled carbon nanotube webs,15186.666666666666,1.4771212691961448,0,0,0.0,0,0,0.005555555555555556
REAL_0470,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,18,Forest derived,,,,14482.7586206895,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.18
REAL_0471,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,8,Forest derived,,,,23275.8620689654,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.08
REAL_0472,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,14,Forest derived,,,,19396.5517241378,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.14
REAL_0473,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,13,Forest derived,,,,22931.0344827586,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.13
REAL_0474,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,12,Forest derived,,,,34913.7931034482,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.12
REAL_0475,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,10,Forest derived,,,,37241.3793103448,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.1
REAL_0476,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,18,Forest derived,,,,31379.3103448275,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.18
REAL_0477,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,10,Forest derived,,,,30172.4137931033,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.1
REAL_0478,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,7,Forest derived,,,,34482.7586206896,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.07
REAL_0479,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,10.0,25000.0,15,Forest derived,,,,36982.7586206896,,,Aligned Multiwall CNTs,Real,MWCNT,2011 Electrical conductivity of pure carbon nanotube yarns,2500000.0,1.000000043429446,0,0,0.0,0,0,0.15
REAL_0495,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2011,Meta-Analysis Database,33.25,455.6,16,Chemical Vapor Deposition,,,,160000.0,,,Individual Multiwall CNTs,Real,MWCNT,2011_Healing of broken multiwalled carbon nanotubes using very low energy electrons in SEM: A route toward complete recovery,13702.255639097744,1.5217916627006114,0,0,0.0,0,0,0.014472270902820963
REAL_0498,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,6.0,10000.0,2,Forest derived,,,,46000.0,1.05,,Aligned Few-wall CNTs,Real,FWCNT,2012 Carbon nanotube ﬁbers for electrochemical applications: effect of enhanced interfaces by an acid treatment ,1666666.6666666667,0.7781513227660513,0,0,0.0,0,0,0.05555555555555555
REAL_0499,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,6.0,9000.0,2,Forest derived,,,,105000.0,1.52,,Aligned Few-wall CNTs,Real,FWCNT,2012 Carbon nanotube ﬁbers for electrochemical applications: effect of enhanced interfaces by an acid treatment ,1500000.0,0.7781513227660513,0,0,0.0,0,0,0.05555555555555555
REAL_0501,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,1.0,455.6,4,Buckypaper,,,,14644.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2012 Dramatic electrical conductivity improvement of carbon nanotube networks by simultaneous de-bundling and hole-doping with chlorosulfonic acid,455600.0,4.3429426472042774e-07,0,0,0.0,0,0,4.0
REAL_0505,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,1.0,455.6,4,Buckypaper,,,,110041.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2012 Dramatic electrical conductivity improvement of carbon nanotube networks by simultaneous de-bundling and hole-doping with chlorosulfonic acid,455600.0,4.3429426472042774e-07,0,0,0.0,0,0,4.0
REAL_0540,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,455.6,14,Forest derived,,,,32184.8739495798,,0.25,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties,37966.666666666664,1.07918128223883,0,0,0.0,0,0,0.09722222222222221
REAL_0541,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,455.6,12,Forest derived,,,,44957.983193277294,,2.25,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties,37966.666666666664,1.07918128223883,0,0,0.0,0,0,0.08333333333333333
REAL_0542,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,455.6,12,Forest derived,,,,48655.4621848739,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties,37966.666666666664,1.07918128223883,0,0,0.0,0,0,0.08333333333333333
REAL_0543,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,455.6,13,Forest derived,,,,55882.3529411764,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties,37966.666666666664,1.07918128223883,0,0,0.0,0,0,0.09027777777777778
REAL_0544,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,455.6,19,Forest derived,,,,57058.8235294117,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties,37966.666666666664,1.07918128223883,0,0,0.0,0,0,0.13194444444444445
REAL_0545,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,455.6,8,Forest derived,,,,61428.5714285713,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties,37966.666666666664,1.07918128223883,0,0,0.0,0,0,0.05555555555555555
REAL_0546,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,455.6,12,Forest derived,,,,58571.4285714285,,2.19,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties,37966.666666666664,1.07918128223883,0,0,0.0,0,0,0.08333333333333333
REAL_0547,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,455.6,11,Forest derived,,,,63949.57983193269,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties,37966.666666666664,1.07918128223883,0,0,0.0,0,0,0.07638888888888888
REAL_0551,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,20.0,455.6,16,Forest derived,,,,2000.0,0.0079,0.69,Aligned Multiwall CNTs,Real,MWCNT,2012 Physical properties of carbon nanotube sheets drawn from nanotube arrays,22780.0,1.3010300173787048,0,0,0.0,0,0,0.04
REAL_0552,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,21688.679245283,16,Forest derived,,,,39854.3689320388,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,1445911.9496855333,1.1760912880086458,0,0,0.0,0,0,0.07111111111111111
REAL_0553,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,19339.6226415094,7,Forest derived,,,,43398.058252427,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,1289308.1761006266,1.1760912880086458,0,0,0.0,0,0,0.03111111111111111
REAL_0554,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,18018.867924528306,14,Forest derived,,,,47475.7281553398,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,1201257.8616352202,1.1760912880086458,0,0,0.0,0,0,0.06222222222222222
REAL_0555,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,15622.6415094339,12,Forest derived,,,,57087.3786407767,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,1041509.43396226,1.1760912880086458,0,0,0.0,0,0,0.05333333333333333
REAL_0556,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,15641.5094339622,19,Forest derived,,,,60000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,1042767.29559748,1.1760912880086458,0,0,0.0,0,0,0.08444444444444445
REAL_0557,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,15320.7547169811,17,Forest derived,,,,62233.0097087377,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,1021383.64779874,1.1760912880086458,0,0,0.0,0,0,0.07555555555555556
REAL_0558,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,14226.4150943396,13,Forest derived,,,,65533.9805825242,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,948427.6729559733,1.1760912880086458,0,0,0.0,0,0,0.057777777777777775
REAL_0559,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,13396.2264150943,11,Forest derived,,,,62427.18446601941,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,893081.7610062866,1.1760912880086458,0,0,0.0,0,0,0.04888888888888889
REAL_0560,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,13000.0,5,Forest derived,,,,71262.13592233011,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,866666.6666666666,1.1760912880086458,0,0,0.0,0,0,0.022222222222222223
REAL_0561,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,12698.1132075471,17,Forest derived,,,,81553.3980582523,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,846540.88050314,1.1760912880086458,0,0,0.0,0,0,0.07555555555555556
REAL_0562,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,10000.0,19,Forest derived,,,,61500.0,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,666666.6666666666,1.1760912880086458,0,0,0.0,0,0,0.08444444444444445
REAL_0563,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,34000.0,17,Forest derived,,,,33000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,2266666.6666666665,1.1760912880086458,0,0,0.0,0,0,0.07555555555555556
REAL_0617,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2013,Meta-Analysis Database,3.2,9000.0,2,Liquid Extrusion ,,,,2900000.0,1.3,200.0,Aligned Few-wall CNTs,Real,FWCNT,"2013 Strong, Light, Multifunctional Fibers of Carbon Nanotubes with Ultrahigh Conductivity",2812500.0,0.5051501140369105,0,0,0.0,0,0,0.19531249999999997
REAL_0618,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2013,Meta-Analysis Database,3.2,455.6,4,Liquid Extrusion ,,,,5000000.0,,,Aligned Few-wall CNTs,Real,FWCNT,"2013 Strong, Light, Multifunctional Fibers of Carbon Nanotubes with Ultrahigh Conductivity",142375.0,0.5051501140369105,0,0,0.0,0,0,0.39062499999999994
REAL_0619,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2013,Meta-Analysis Database,3.2,455.6,4,Liquid Extrusion ,,,,400000.0,,,Aligned Few-wall CNTs,Real,FWCNT,"2013 Strong, Light, Multifunctional Fibers of Carbon Nanotubes with Ultrahigh Conductivity",142375.0,0.5051501140369105,0,0,0.0,0,0,0.39062499999999994
REAL_0620,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2013,Meta-Analysis Database,20.0,455.6,9,Forest derived,,,,27000.0,0.57,57.1,Aligned Multiwall CNTs,Real,MWCNT,2013_A simultaneous increase in the thermal and electrical transport in carbon nanotube yarns induced by inter-tube metallic welding,22780.0,1.3010300173787048,0,0,0.0,0,0,0.0225
REAL_0629,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,455.6,9,Aligned Buckypaper,,,,3003.1347962382,0.0037944862155388,0.383715012722646,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water,45560.0,1.000000043429446,0,0,0.0,0,0,0.09
REAL_0630,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,455.6,11,Aligned Buckypaper,,,,3134.7962382445003,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water,45560.0,1.000000043429446,0,0,0.0,0,0,0.11
REAL_0631,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,455.6,18,Aligned Buckypaper,,,,3398.119122257,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water,45560.0,1.000000043429446,0,0,0.0,0,0,0.18
REAL_0632,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,455.6,15,Aligned Buckypaper,,,,3840.1253918495,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water,45560.0,1.000000043429446,0,0,0.0,0,0,0.15
