Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Unnamed: 16,Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked ,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity ,Log Thermal Conductivity ,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate ,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Individual Multiwall CNTs,0.07,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8.500000000000004,8.500000000000004,20200518,"6 wall tube, sequentially broken, values estiamted-- All tubes are electrically connected, density estimated 2.1 g/cm3",2005.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2005_Atomic-Scale Imaging ofWall-by-Wall Breakdown and Concurrent Transport Measurements in Multiwall Carbon Nanotubes,,,,,6,-1.154901959985743,0.3222192947339193,,,,,,,0.929418925714293,,,,,,,Two-probe,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Vacuum,Si/SiO2,0.032,705395869659.3699,335902.79507589043,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.2,0.2,"approximated, equal to length of nanotube",yes,,,11.848432912392152,,,8.500000000000004,0.929418925714293,,CNT,sub-micron,-0.6989700043360187,sub-mm
Individual Bundle,Not Reported/ Can not calculate,1.87,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.44,1.44,20200525,p-SWCNT bundles,2006.0,Arc-discharge,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2006 Determination of carbon nanotube density by gradient sedimentation,,,,,4,,0.27184160653649897,,,,,,,0.15836249209524964,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.44,0.15836249209524964,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.11,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,50,50,20200525,individual MWCNT,2006.0,Arc-discharge,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2006 Determination of carbon nanotube density by gradient sedimentation,,,,,4,,0.3242824552976926,,,,,,,1.6989700043360187,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,50,1.6989700043360187,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.09,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,48,48,20200525,individual MWCNT,2006.0,Chemical Vapor Deposition,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2006 Determination of carbon nanotube density by gradient sedimentation,,,,,4,,0.32014628611105395,,,,,,,1.6812412373755872,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,48,1.6812412373755872,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual FWCNT,Not Reported/ Can not calculate,2.13,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200525,individual FWCNT,2006.0,Chemical Vapor Deposition,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2006 Determination of carbon nanotube density by gradient sedimentation,,,,,4,,0.3283796034387377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.006,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,12--14,13,20200507,"Graphitzed Multiwall forests, annealed 2800 C",2006.0,Forest derived,Graphitized,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,23.36,Not Reported/ Can not calculate,30.951,30.951,26.89,21.8,16.74,0.5408548996801396,0.6225362588322796,2006 The effect of annealing on the electrical and thermal transport properties of macroscopic bundles of long multi-wall carbon nanotubes,,,,,4,-2.221848749616356,,,,,,,,1.1139433523068367,,1.368472838440362,-0.2669192316040972,-0.20583534856606048,,1.368472838440362,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,13,1.1139433523068367,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.004,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,12--14,13,20200507,Heat treated at 100 C,2006.0,Forest derived,Baked,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8.07,Not Reported/ Can not calculate,38.055,38.055,36.025,30.613,24.863,0.6533438444356852,0.6901596113809855,2006 The effect of annealing on the electrical and thermal transport properties of macroscopic bundles of long multi-wall carbon nanotubes,,,,,4,-2.3979400086720375,,,,,,,,1.1139433523068367,,0.9068735347220704,-0.18485819630650877,-0.16105045951512367,,0.9068735347220704,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,13,1.1139433523068367,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.0027,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,12--14,13,20200507,As-Is,2006.0,Forest derived,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.69,Not Reported/ Can not calculate,61.395,61.395,54.292,45.835,37.04,0.6033064581806336,0.6822367936344212,2006 The effect of annealing on the electrical and thermal transport properties of macroscopic bundles of long multi-wall carbon nanotubes,,,,,4,-2.5686362358410126,,,,,,,,1.1139433523068367,,0.42975228000240795,-0.2194620256910541,-0.1660648624110279,,0.42975228000240795,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,13,1.1139433523068367,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.0021,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,12--14,13,20200507,"Multiwall forests, annealed 1200 C",2006.0,Forest derived,Annealed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.2287,Not Reported/ Can not calculate,90.825,90.825,75.941,61.734,48.879,0.5381668042939719,0.6436444081589655,2006 The effect of annealing on the electrical and thermal transport properties of macroscopic bundles of long multi-wall carbon nanotubes,,,,,4,-2.677780705266081,,,,,,,,1.1139433523068367,,0.5090276937017816,-0.2690830943027999,-0.1913539994501835,,0.5090276937017816,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,13,1.1139433523068367,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8--15,11.5,20210320,,2005.0,,Not Reported/ Can not calculate,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2006_Determination of carbon nanotube density by gradient sedimentation,,,,,1,,0.3222192947339193,,,,,,,1.0606978403536116,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,11.5,1.0606978403536116,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Conductive Polymer,0.10833333333333332,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,,2006.0,Conductive Polymer,Stretched and doped,C10H16O4S,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.820512820512821,Not Reported/ Can not calculate,0.820512820512821,0.811965811965811,0.923076923076923,,1.1249999999999991,2006_Metallic transport in polyaniline,,,,,2,-0.965237893740788,,,,,,,,,,,,0.051152522447380944,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Conductive Polymer,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Conductive Polymer,0.1329545454545453,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200719,,2006.0,Conductive Polymer,Stretched and doped,C10H16O4S,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.341880341880342,0.341880341880342,0.341880341880342,0.35042735042735,0.752136752136753,2.200000000000002,2.200000000000002,2006_Metallic transport in polyaniline,,,,,2,-0.8762968104040075,,,,,,,,,,,0.3424226808222066,0.3424226808222066,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Conductive Polymer,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Individual FWCNT,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7,1.7,20200713,,2006.0,Chemical Vapor Deposition,As-is,,,Metallic,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3500,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2006_Thermal conductance of an individual single-wall carbon nanotube above room temperature,,,,,1,,,,,,,,,0.2304489213782739,,3.5440680443502757,,,,3.5440680443502757,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,1.7,0.2304489213782739,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200713,Magnetic field aligned,2006.0,Aligned Buckypaper,Magnetic Field Aligned,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,41.4,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2006_Thermal conductivity of magnetically aligned carbon nanotube buckypapers and nanocomposites,,,,,2,,,,,,,,,,,1.6170003411208989,,,,1.6170003411208989,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200713,,2006.0,Buckypaper,,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,18.7,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2006_Thermal conductivity of magnetically aligned carbon nanotube buckypapers and nanocomposites,,,,,2,,,,,,,,,,,1.271841606536499,,,,1.271841606536499,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
